Time;PEEQ;DUCTCRT
0.0141;0;0
0.0142;0;0
0.0143;0;0
0.0144;0;0
0.0145;0;0
0.0146;0;0
0.0147;0;0
0.0148;0;0
0.0149;0;0
0.015;0;0
0.0151;0;0
0.0152;0;0
0.0153;0;0
0.0154;0;0
0.0155;0;0
0.0156;0;0
0.0157;0;0
0.0158;0;0
0.0159;0;0
0.016;0;0
0.0161;0;0
0.0162;0;0
0.0163;0;0
0.0164;0;0
0.0165;0;0
0.0166;0;0
0.0167;0;0
0.0168;0;0
0.0169;0;0
0.017;0;0
0.0171;0;0
0.0172;0;0
0.0173;0;0
0.0174;0;0
0.0175;0;0
0.0176;0;0
0.0177;0;0
0.0178;0;0
0.0179;0;0
0.018;0;0
0.0181;0;0
0.0182;0;0
0.0183;0;0
0.0184;0;0
0.0184;0;0
0.0184912;0;0
0.0191589;0;0
0.02192;0.00053179;0.00509723
0.02492;0.00134814;0.0130833
0.02792;0.00216377;0.0212184
0.03092;0.00297781;0.0294707
0.03392;0.00379024;0.0378204
0.03692;0.00460099;0.04625
0.03992;0.00540988;0.0547427
0.04292;0.00621737;0.063291
0.04592;0.00702361;0.0718867
0.04892;0.00782865;0.080522
0.05192;0.00863253;0.0891903
0.05492;0.00943529;0.0978862
0.0579199;0.0102419;0.106659
0.0609199;0.0110603;0.115596
0.06392;0.0118761;0.124535
0.06692;0.0126892;0.13347
0.06992;0.0135006;0.142407
0.0729199;0.0143115;0.151359
0.0759199;0.0151219;0.160322
0.07892;0.0159319;0.169296
0.08192;0.0167414;0.178278
0.08492;0.0175504;0.187268
0.08792;0.0183591;0.196264
0.0909199;0.0191673;0.205267
0.0939199;0.0199751;0.214274
0.0969199;0.0207877;0.223344
0.09992;0.0216004;0.232426
0.10292;0.0224127;0.241512
0.10592;0.0232246;0.250602
0.10892;0.0240361;0.259695
0.11192;0.0248473;0.26879
0.11492;0.025658;0.277889
0.11792;0.0264683;0.286988
0.12092;0.0272773;0.29608
0.12392;0.0280854;0.305165
0.12692;0.0288926;0.314247
0.12992;0.0296993;0.323327
0.13292;0.030507;0.332425
0.13592;0.0313157;0.341537
0.13892;0.0321241;0.350651
0.14192;0.0329323;0.359767
0.14492;0.0337402;0.368885
0.14792;0.0345479;0.378005
0.15092;0.0353553;0.387126
0.15392;0.0361626;0.396249
0.15692;0.0369696;0.405374
0.15992;0.0377764;0.4145
0.16292;0.0385831;0.423627
0.16592;0.0393895;0.432756
0.16892;0.040196;0.44189
0.17192;0.0410037;0.451041
0.17492;0.0418112;0.460194
0.17792;0.0426186;0.469349
0.18092;0.0434257;0.478505
0.18392;0.0442326;0.487663
0.18692;0.0450394;0.496822
0.18992;0.045846;0.505983
0.19292;0.0466524;0.515145
0.19592;0.0474586;0.524309
0.19892;0.0482647;0.533474
0.20192;0.0490705;0.54264
0.20492;0.0498762;0.551808
0.20792;0.0506826;0.560987
0.21092;0.051489;0.570169
0.21392;0.0522952;0.579354
0.21692;0.0531013;0.58854
0.21992;0.0539073;0.597728
0.22292;0.0547131;0.606917
0.22592;0.0555188;0.616108
0.22892;0.0563242;0.625301
0.23192;0.0571296;0.634495
0.23492;0.0579348;0.64369
0.23792;0.0587398;0.652887
0.24092;0.0595447;0.662086
0.24392;0.0603497;0.671289
0.24692;0.061155;0.680498
0.24992;0.0619601;0.68971
0.25292;0.0627651;0.698923
0.25592;0.06357;0.708138
0.25892;0.0643747;0.717354
0.26192;0.0651793;0.726571
0.26492;0.0659838;0.73579
0.26792;0.066788;0.745011
0.27092;0.0675922;0.754233
0.27392;0.0683962;0.763456
0.27692;0.0692;0.772681
0.27992;0.0700037;0.781907
0.28292;0.0708078;0.791141
0.28592;0.0716117;0.800376
0.28892;0.0724153;0.80961
0.29192;0.0732177;0.818834
0.29492;0.0740191;0.82805
0.29792;0.0748197;0.83726
0.30092;0.0756197;0.846465
0.30392;0.076419;0.855665
0.30692;0.0772178;0.864863
0.30992;0.078016;0.874057
0.31292;0.0788138;0.883248
0.31592;0.0796111;0.892437
0.31892;0.0804083;0.901627
0.32192;0.0812053;0.910818
0.32492;0.082002;0.920008
0.32792;0.0827984;0.929196
0.33092;0.0835944;0.938384
0.33392;0.08439;0.947569
0.33692;0.0851853;0.956752
0.33992;0.0859803;0.965934
0.34292;0.0867749;0.975116
0.34592;0.0875694;0.984297
0.34892;0.0883635;0.993477
0.351095;0.0898816;1
0.351373;0.0898816;1
0.353275;0.0898878;1
0.353692;0.0900245;1
