Time,PEEQ,DUCTCRT
0.0141,0,0
0.0142,0,0
0.0143,0,0
0.0144,0,0
0.0145,0,0
0.0146,0,0
0.0147,0,0
0.0148,0,0
0.0149,0,0
0.015,0,0
0.0151,0,0
0.0152,0,0
0.0153,0,0
0.0154,0,0
0.0155,0,0
0.0156,0,0
0.0157,0,0
0.0158,0,0
0.0159,0,0
0.016,0,0
0.0161,0,0
0.0161,0,0
0.0161912,0,0
0.0168589,0,0
0.01962,0.000674461,0.00711291
0.02262,0.00160331,0.0171433
0.02562,0.00253914,0.0274678
0.02862,0.00347212,0.0379459
0.03162,0.00440264,0.0485506
0.0346199,0.00533086,0.059257
0.03762,0.00625698,0.070048
0.04062,0.00718107,0.0809082
0.04362,0.00810322,0.0918251
0.04662,0.009023,0.102782
0.04962,0.0099376,0.113734
0.05262,0.0108674,0.124914
0.05562,0.0117991,0.136163
0.0586199,0.01273,0.147439
0.06162,0.01366,0.158739
0.06462,0.0145892,0.170059
0.0676199,0.0155176,0.181396
0.07062,0.0164452,0.192748
0.0736199,0.0173721,0.204113
0.07662,0.0182982,0.215488
0.07962,0.0192237,0.226872
0.08262,0.0201492,0.238273
0.08562,0.0210796,0.249751
0.0886199,0.0220091,0.261234
0.09162,0.0229367,0.272709
0.0946199,0.023863,0.284179
0.09762,0.0247882,0.295648
0.10062,0.0257123,0.307113
0.10362,0.0266355,0.318578
0.10662,0.0275583,0.330046
0.10962,0.0284808,0.341518
0.11262,0.0294029,0.352993
0.11562,0.0303254,0.364482
0.11862,0.03125,0.376005
0.12162,0.0321745,0.387535
0.12462,0.0330986,0.399067
0.12762,0.0340223,0.410603
0.13062,0.0349456,0.422141
0.13362,0.0358686,0.433682
0.13662,0.0367912,0.445225
0.13962,0.0377136,0.456771
0.14262,0.0386356,0.468319
0.14562,0.0395573,0.479869
0.14862,0.0404794,0.491431
0.15162,0.0414024,0.50301
0.15462,0.0423251,0.514592
0.15762,0.0432476,0.526177
0.16062,0.0441698,0.537764
0.16362,0.0450917,0.549355
0.16662,0.0460134,0.560947
0.16962,0.0469348,0.572542
0.17262,0.047856,0.584139
0.17562,0.0487769,0.595738
0.17862,0.0496975,0.607339
0.18162,0.0506186,0.61895
0.18462,0.05154,0.630571
0.18762,0.0524612,0.642195
0.19062,0.0533821,0.653821
0.19362,0.0543028,0.665449
0.19662,0.0552232,0.677079
0.19962,0.0561434,0.68871
0.20262,0.0570633,0.700343
0.20562,0.0579831,0.711979
0.20862,0.0589026,0.723616
0.21162,0.0598219,0.735254
0.21462,0.0607415,0.746902
0.21762,0.0616613,0.758555
0.22062,0.0625808,0.770211
0.22362,0.0635001,0.781868
0.22662,0.0644192,0.793528
0.22962,0.0653381,0.805189
0.23262,0.0662569,0.816853
0.23562,0.0671754,0.828518
0.23862,0.0680938,0.840185
0.24162,0.069012,0.851854
0.24462,0.0699299,0.863525
0.24762,0.0708483,0.875204
0.25062,0.0717665,0.886887
0.25362,0.0726846,0.898572
0.25662,0.0736025,0.910259
0.25962,0.0745202,0.921948
0.26262,0.0754378,0.933639
0.26562,0.0763551,0.945331
0.26862,0.0772723,0.957026
0.27162,0.0781894,0.968722
0.27462,0.0791062,0.980421
0.27762,0.0800229,0.992121
0.279514,0.0806018,0.999511
0.279646,0.0817024,1
