Time;PEEQ;DUCTCRT
0.0141;0;0
0.0142;0;0
0.0143;0;0
0.0144;0;0
0.0145;0;0
0.0146;0;0
0.0147;0;0
0.0148;0;0
0.0149;0;0
0.015;0;0
0.0151;0;0
0.0152;0;0
0.0153;0;0
0.0154;0;0
0.0155;0;0
0.0156;0;0
0.0157;0;0
0.0158;0;0
0.0159;0;0
0.016;0;0
0.0161;0;0
0.0162;0;0
0.0163;0;0
0.0164;0;0
0.0165;0;0
0.0166;0;0
0.0167;0;0
0.0168;0;0
0.0169;0;0
0.017;0;0
0.0171;0;0
0.0172;0;0
0.0173;0;0
0.0174;0;0
0.0175;0;0
0.0176;0;0
0.0177;0;0
0.0178;0;0
0.0179;0;0
0.018;0;0
0.0181;0;0
0.0182;0;0
0.0183;0;0
0.0184;0;0
0.0185;0;0
0.0186;0;0
0.0187;0;0
0.0188;0;0
0.0189;0;0
0.019;0;0
0.0191;0;0
0.0192;0;0
0.0193;0;0
0.0194;0;0
0.0195;0;0
0.0196;0;0
0.0197;0;0
0.0198;0;0
0.0199;0;0
0.02;0;0
0.0201;0;0
0.0202;0;0
0.0203;0;0
0.0204;0;0
0.0205;0;0
0.0206;0;0
0.0207;0;0
0.0208;0;0
0.0209;0;0
0.021;0;0
0.021;0;0
0.0210912;0;0
0.0217589;0;0
0.02452;0.000334338;0.0037288
0.02752;0.00105761;0.0119393
0.03052;0.00176805;0.0201581
0.0335199;0.00247825;0.0285084
0.03652;0.00318684;0.0369579
0.03952;0.00389381;0.0454899
0.0425199;0.00459943;0.0540943
0.04552;0.00530358;0.0627597
0.04852;0.00600633;0.0714778
0.05152;0.0067077;0.0802413
0.05452;0.00740774;0.0890441
0.0575199;0.00810603;0.0978746
0.0605199;0.00880128;0.106709
0.0635199;0.00949237;0.115522
0.06652;0.010186;0.124394
0.06952;0.0108934;0.133471
0.07252;0.0116003;0.142571
0.0755199;0.0123066;0.151687
0.0785199;0.0130122;0.16082
0.08152;0.0137173;0.169966
0.08452;0.0144219;0.179126
0.08752;0.0151259;0.188296
0.0905199;0.0158294;0.197477
0.0935199;0.0165323;0.206667
0.0965199;0.0172348;0.215865
0.0995199;0.0179368;0.22507
0.10252;0.0186383;0.234282
0.10552;0.0193392;0.243499
0.10852;0.0200389;0.25271
0.11152;0.0207413;0.261966
0.11452;0.0214434;0.27123
0.11752;0.0221448;0.280494
0.12052;0.0228458;0.289761
0.12352;0.0235461;0.299028
0.12652;0.0242461;0.308298
0.12952;0.0249458;0.317572
0.13252;0.0256452;0.326849
0.13552;0.0263443;0.33613
0.13852;0.0270432;0.345413
0.14152;0.0277418;0.354699
0.14452;0.0284401;0.363987
0.14752;0.0291381;0.373277
0.15052;0.0298359;0.38257
0.15352;0.0305348;0.391884
0.15652;0.0312343;0.40121
0.15952;0.0319338;0.410543
0.16252;0.0326331;0.419878
0.16552;0.0333322;0.429216
0.16852;0.034031;0.438557
0.17152;0.0347297;0.4479
0.17452;0.0354281;0.457245
0.17752;0.0361263;0.466593
0.18052;0.0368244;0.475942
0.18352;0.0375222;0.485293
0.18652;0.0382198;0.494646
0.18952;0.0389172;0.504001
0.19252;0.0396144;0.513357
0.19552;0.0403119;0.522721
0.19852;0.0410099;0.532098
0.20152;0.041708;0.541479
0.20452;0.0424059;0.550861
0.20752;0.0431036;0.560247
0.21052;0.0438011;0.569633
0.21352;0.0444985;0.579021
0.21652;0.0451956;0.588411
0.21952;0.0458926;0.597802
0.22252;0.0465894;0.607194
0.22552;0.0472861;0.616588
0.22852;0.0479825;0.625983
0.23152;0.0486788;0.635379
0.23452;0.049375;0.644777
0.23752;0.050071;0.654176
0.24052;0.0507676;0.663586
0.24352;0.0514641;0.673
0.24652;0.0521606;0.682415
0.24952;0.0528569;0.691832
0.25252;0.0535531;0.70125
0.25552;0.0542491;0.710669
0.25852;0.054945;0.72009
0.26152;0.0556408;0.729512
0.26452;0.0563364;0.738936
0.26752;0.057032;0.748361
0.27052;0.0577273;0.757787
0.27352;0.0584226;0.767215
0.27652;0.0591177;0.776643
0.27952;0.0598127;0.786073
0.28252;0.060508;0.795509
0.28552;0.0612033;0.80495
0.28852;0.0618986;0.814392
0.29152;0.0625938;0.823836
0.29452;0.0632888;0.833281
0.29752;0.0639838;0.842727
0.30052;0.0646786;0.852175
0.30352;0.0653733;0.861623
0.30652;0.0660679;0.871073
0.30952;0.0667624;0.880525
0.31252;0.0674568;0.889977
0.31552;0.068151;0.89943
0.31852;0.0688452;0.908885
0.32152;0.0695392;0.91834
0.32452;0.0702332;0.927798
0.32752;0.0709275;0.937262
0.33052;0.0716217;0.946727
0.33352;0.0723158;0.956194
0.33652;0.0730098;0.965662
0.33952;0.0737037;0.975132
0.34252;0.0743975;0.984602
0.34552;0.0750912;0.994074
0.347367;0.0755184;0.999907
0.347402;0.0767229;1
