Time;PEEQ;DUCTCRT
0.0451199;0.0144035;0.0575863
0.04812;0.0157348;0.063126
0.0511199;0.0170655;0.0686735
0.0541199;0.0183953;0.0742258
0.05712;0.0197251;0.0797857
0.0601199;0.0210607;0.0853771
0.06312;0.0223971;0.090978
0.06612;0.023733;0.0965828
0.06912;0.0250685;0.102191
0.07212;0.0264036;0.107802
0.07512;0.0277383;0.113417
0.07812;0.0290727;0.119034
0.08112;0.0304074;0.124657
0.08412;0.0317427;0.130288
0.08712;0.0330768;0.135919
0.09012;0.03441;0.14155
0.09312;0.0357424;0.147183
0.09612;0.0370741;0.152818
0.09912;0.0384053;0.158456
0.10212;0.0397366;0.1641
0.10512;0.0410691;0.169753
0.10812;0.0424014;0.175411
0.11112;0.0437324;0.181068
0.11412;0.0450616;0.186723
0.11712;0.0463896;0.192378
0.12012;0.0477169;0.198035
0.12312;0.0490437;0.203695
0.12612;0.0503706;0.209361
0.12912;0.0516981;0.215034
0.13212;0.0530253;0.220711
0.13512;0.0543488;0.226378
0.13812;0.0556663;0.232025
0.14112;0.0569634;0.237589
0.14412;0.0582513;0.24312
0.14712;0.059522;0.248583
0.15012;0.0607571;0.253901
0.15312;0.0619787;0.259168
0.15612;0.0631951;0.264421
0.15912;0.0644088;0.269669
0.16212;0.0656207;0.274917
0.16512;0.0668314;0.280167
0.16812;0.0680415;0.28542
0.17112;0.0692516;0.29068
0.17412;0.0704622;0.295947
0.17712;0.071673;0.301222
0.18012;0.0728832;0.306499
0.18312;0.0740928;0.311779
0.18612;0.0753018;0.317061
0.18912;0.0765103;0.322345
0.19212;0.0777187;0.327634
0.19512;0.0789273;0.332929
0.19812;0.0801364;0.338229
0.20112;0.081346;0.343537
0.20412;0.0825554;0.348847
0.20712;0.0837644;0.35416
0.21012;0.0849731;0.359475
0.21312;0.0861815;0.364793
0.21612;0.08739;0.370114
0.21912;0.0885987;0.375441
0.22212;0.0898076;0.380772
0.22512;0.0910171;0.386109
0.22812;0.0922265;0.391449
0.23112;0.0934357;0.396792
0.23412;0.0946447;0.402137
0.23712;0.0958534;0.407484
0.24012;0.0970622;0.412835
0.24312;0.0982711;0.41819
0.24612;0.0994796;0.423547
0.24912;0.100687;0.4289
0.25212;0.101893;0.434254
0.25512;0.103096;0.439598
0.25812;0.104292;0.444911
0.26112;0.105484;0.450213
0.26412;0.106672;0.455501
0.26712;0.107857;0.460775
0.27012;0.109038;0.466039
0.27312;0.11021;0.471268
0.27612;0.111377;0.476477
0.27912;0.112539;0.481669
0.28212;0.113698;0.486851
0.28512;0.114855;0.49203
0.28812;0.116012;0.497209
0.29112;0.117168;0.502391
0.29412;0.118324;0.507574
0.29712;0.119479;0.51276
0.30012;0.120635;0.51795
0.30312;0.12179;0.523142
0.30612;0.122946;0.528337
0.30912;0.124101;0.533533
0.31212;0.125255;0.538732
0.31512;0.12641;0.543934
0.31812;0.127565;0.549138
0.32112;0.128719;0.554345
0.32412;0.129874;0.559555
0.32712;0.131028;0.564768
0.33012;0.132183;0.569984
0.33312;0.133337;0.575201
0.33612;0.13449;0.580417
0.33912;0.135643;0.585633
0.34212;0.136795;0.59085
0.34512;0.137945;0.59606
0.34812;0.139093;0.601261
0.35112;0.140239;0.606457
0.35412;0.141383;0.611652
0.35712;0.142526;0.61684
0.36012;0.143668;0.622025
0.36312;0.144808;0.627208
0.36612;0.145944;0.632378
0.36912;0.147079;0.637542
0.37212;0.148212;0.642701
0.37512;0.149344;0.647858
0.37812;0.150475;0.653014
0.38112;0.151606;0.658171
0.38412;0.152736;0.663329
0.38712;0.153866;0.668488
0.39012;0.154996;0.673649
0.39312;0.156125;0.678813
0.39612;0.157254;0.683978
0.39912;0.158384;0.689145
0.40212;0.159513;0.694315
0.40512;0.160642;0.699487
0.40812;0.161771;0.704661
0.41112;0.1629;0.709836
0.41412;0.164028;0.71501
0.41712;0.165155;0.720186
0.42012;0.166283;0.725364
0.42312;0.16741;0.730541
0.42612;0.168535;0.735712
0.42912;0.169658;0.740881
0.43212;0.170782;0.74605
0.43512;0.171904;0.751218
0.43812;0.173026;0.756384
0.44112;0.174147;0.76155
0.44412;0.175267;0.766716
0.44712;0.176387;0.771881
0.45012;0.177505;0.777041
0.45312;0.178622;0.782198
0.45612;0.179738;0.787354
0.45912;0.180853;0.79251
0.46212;0.181968;0.797665
0.46512;0.183083;0.802822
0.46812;0.184197;0.807979
0.47112;0.185311;0.813138
0.47412;0.186424;0.818299
0.47712;0.187538;0.823461
0.48012;0.188651;0.828626
0.48312;0.189764;0.833791
0.48612;0.190877;0.838958
0.48912;0.19199;0.844126
0.49212;0.193102;0.849295
0.49512;0.194214;0.854466
0.49812;0.195326;0.859637
0.50112;0.196437;0.864805
0.50412;0.197546;0.869972
0.50712;0.198656;0.87514
0.51012;0.199765;0.880308
0.51312;0.200874;0.885478
0.51612;0.201982;0.890647
0.51912;0.203089;0.895816
0.52212;0.204196;0.900986
0.52512;0.205303;0.906157
0.52812;0.20641;0.911328
0.53112;0.207515;0.916497
0.53412;0.20862;0.921665
0.53712;0.209724;0.926833
0.54012;0.210828;0.932002
0.54312;0.211931;0.937171
0.54612;0.213035;0.942342
0.54912;0.214137;0.947513
0.55212;0.21524;0.952686
0.55512;0.216342;0.95786
0.55812;0.217444;0.963035
0.56112;0.218546;0.968211
0.56412;0.219648;0.973389
0.56712;0.220749;0.978568
0.57012;0.221851;0.98375
0.57312;0.222952;0.98893
0.57612;0.224052;0.99411
0.57912;0.225151;0.99929
0.58212;0.226668;1
0.58512;0.227966;1
0.58812;0.229263;1
0.59112;0.230559;1
0.59412;0.232897;1
0.59712;0.234211;1
0.60012;0.235524;1
0.60312;0.237384;1
0.60612;0.238714;1
0.60912;0.240043;1
0.610972;0.24086;1
0.611013;0.240879;1
